"ensembl_gene_id"	"external_gene_name"	"mmusculus_homolog_ensembl_gene"	"mmusculus_homolog_associated_gene_name"	"mmusculus_homolog_perc_id"	"mmusculus_homolog_perc_id_r1"	"mmusculus_homolog_orthology_confidence"	"mmusculus_homolog_goc_score"	"Mean"
"29202"	"ENSG00000109689"	"STIM2"	"ENSMUSG00000039156"	"Stim2"	92.4403	93.4316	1	100	92.93595
"5976"	"ENSG00000168439"	"STIP1"	"ENSMUSG00000024966"	"Stip1"	89.1525	96.8692	1	75	93.01085
"39033"	"ENSG00000072786"	"STK10"	"ENSMUSG00000020272"	"Stk10"	87.1901	87.3706	1	100	87.28035
"13819"	"ENSG00000118046"	"STK11"	"ENSMUSG00000003068"	"Stk11"	89.3764	88.7615	1	100	89.06895
"6991"	"ENSG00000144589"	"STK11IP"	"ENSMUSG00000026213"	"Stk11ip"	73.8971	75	1	100	74.44855
"65608"	"ENSG00000115661"	"STK16"	"ENSMUSG00000026201"	"Stk16"	94.0984	94.0984	1	100	94.0984
"13108"	"ENSG00000081320"	"STK17B"	"ENSMUSG00000026094"	"Stk17b"	91.3979	91.3979	1	75	91.3979
"65163"	"ENSG00000204344"	"STK19"	"ENSMUSG00000061207"	"Stk19"	59.2391	85.8268	1	100	72.53295
"39264"	"ENSG00000102572"	"STK24"	"ENSMUSG00000063410"	"Stk24"	93.0023	95.5916	1	100	94.29695
"7654"	"ENSG00000115694"	"STK25"	"ENSMUSG00000026277"	"Stk25"	98.8263	98.8263	1	100	98.8263
"61152"	"ENSG00000134602"	"STK26"	"ENSMUSG00000031112"	"Stk26"	98.0769	98.0769	1	100	98.0769
"16451"	"ENSG00000104375"	"STK3"	"ENSMUSG00000022329"	"Stk3"	89.9807	93.9638	1	75	91.97225
"31923"	"ENSG00000196335"	"STK31"	"ENSMUSG00000023403"	"Stk31"	78.1158	78.1925	1	100	78.15415
"20684"	"ENSG00000169302"	"STK32A"	"ENSMUSG00000039954"	"Stk32a"	86.7322	88.6935	1	100	87.71285
"34021"	"ENSG00000152953"	"STK32B"	"ENSMUSG00000029123"	"Stk32b"	92.029	92.029	1	100	92.029
"50188"	"ENSG00000165752"	"STK32C"	"ENSMUSG00000015981"	"Stk32c"	89.9177	89.5492	1	100	89.73345
"21828"	"ENSG00000130413"	"STK33"	"ENSMUSG00000031027"	"Stk33"	65.7588	68.8391	1	100	67.29895
"24071"	"ENSG00000125834"	"STK35"	"ENSMUSG00000037885"	"Stk35"	87.6404	86.8275	1	75	87.23395
"59494"	"ENSG00000163482"	"STK36"	"ENSMUSG00000033276"	"Stk36"	84.8669	84.8024	1	100	84.83465
"65381"	"ENSG00000112079"	"STK38"	"ENSMUSG00000024006"	"Stk38"	98.7097	98.7097	1	100	98.7097
"37082"	"ENSG00000211455"	"STK38L"	"ENSMUSG00000001630"	"Stk38l"	97.6293	97.6293	1	100	97.6293
"67094"	"ENSG00000198648"	"STK39"	"ENSMUSG00000027030"	"Stk39"	97.2477	95.3237	1	100	96.2857
"52566"	"ENSG00000101109"	"STK4"	"ENSMUSG00000018209"	"Stk4"	97.3306	97.3306	1	100	97.3306
"64983"	"ENSG00000196182"	"STK40"	"ENSMUSG00000042608"	"Stk40"	96.1364	94.2094	1	100	95.1729
"36715"	"ENSG00000198870"	"STKLD1"	"ENSMUSG00000049897"	"Stkld1"	57.5	59.0634	1	100	58.2817
"65747"	"ENSG00000117632"	"STMN1"	"ENSMUSG00000028832"	"Stmn1"	72.9885	85.2349	1	100	79.1117
"15760"	"ENSG00000104435"	"STMN2"	"ENSMUSG00000027500"	"Stmn2"	88.2353	92.1788	1	100	90.20705
"7874"	"ENSG00000197457"	"STMN3"	"ENSMUSG00000027581"	"Stmn3"	95.5556	95.5556	1	100	95.5556
"24012"	"ENSG00000015592"	"STMN4"	"ENSMUSG00000022044"	"Stmn4"	97.6852	97.6852	1	100	97.6852
"17953"	"ENSG00000230873"	"STMND1"	"ENSMUSG00000063529"	"Stmnd1"	67.029	66.3082	1	100	66.6686
"49015"	"ENSG00000107960"	"STN1"	"ENSMUSG00000042694"	"Stn1"	70.6522	68.7831	1	100	69.71765
"64557"	"ENSG00000148175"	"STOM"	"ENSMUSG00000026880"	"Stom"	86.1111	87.3239	1	100	86.7175
"65300"	"ENSG00000067221"	"STOML1"	"ENSMUSG00000032333"	"Stoml1"	88.6935	88.4712	1	100	88.58235
"22213"	"ENSG00000165283"	"STOML2"	"ENSMUSG00000028455"	"Stoml2"	93.8202	94.6176	1	100	94.2189
"27885"	"ENSG00000133115"	"STOML3"	"ENSMUSG00000027744"	"Stoml3"	91.4089	92.6829	1	100	92.0459
"36860"	"ENSG00000243244"	"STON1"	"ENSMUSG00000033855"	"Ston1"	76.4626	76.9863	1	100	76.72445
"23735"	"ENSG00000140022"	"STON2"	"ENSMUSG00000020961"	"Ston2"	84.5652	86.9274	1	100	85.7463
"38521"	"ENSG00000165730"	"STOX1"	"ENSMUSG00000036923"	"Stox1"	60.6673	60.6061	1	100	60.6367
"59568"	"ENSG00000173320"	"STOX2"	"ENSMUSG00000038143"	"Stox2"	95.5724	95.5724	1	100	95.5724
"54445"	"ENSG00000001460"	"STPG1"	"ENSMUSG00000028801"	"Stpg1"	70.9581	69.5015	1	100	70.2298
"67890"	"ENSG00000163116"	"STPG2"	"ENSMUSG00000047940"	"Stpg2"	59.695	48.8414	0	100	54.2682
"32073"	"ENSG00000197768"	"STPG3"	"ENSMUSG00000036770"	"Stpg3"	43.5233	54.902	0	100	49.21265
"14298"	"ENSG00000239605"	"STPG4"	"ENSMUSG00000036557"	"Stpg4"	69.3548	69.6356	1	100	69.4952
"22624"	"ENSG00000137868"	"STRA6"	"ENSMUSG00000032327"	"Stra6"	69.6884	73.4328	1	100	71.5606
"38143"	"ENSG00000146857"	"STRA8"	"ENSMUSG00000029848"	"Stra8"	63.0303	52.9262	1	100	57.97825
"27817"	"ENSG00000266173"	"STRADA"	"ENSMUSG00000069631"	"Strada"	94.8956	94.8956	1	75	94.8956
"58921"	"ENSG00000082146"	"STRADB"	"ENSMUSG00000026027"	"Stradb"	90.9091	90.9091	1	100	90.9091
"45000"	"ENSG00000023734"	"STRAP"	"ENSMUSG00000030224"	"Strap"	97.1429	97.1429	1	100	97.1429
"32418"	"ENSG00000165209"	"STRBP"	"ENSMUSG00000026915"	"Strbp"	98.9583	98.9583	1	75	98.9583
"39496"	"ENSG00000242866"	"STRC"	"ENSMUSG00000033498"	"Strc"	87.493	85.8485	1	75	86.67075
"60282"	"ENSG00000143093"	"STRIP1"	"ENSMUSG00000014601"	"Strip1"	97.9689	97.9689	1	100	97.9689
"66393"	"ENSG00000128578"	"STRIP2"	"ENSMUSG00000039629"	"Strip2"	96.0432	94.9052	1	100	95.4742
"51029"	"ENSG00000115808"	"STRN"	"ENSMUSG00000024077"	"Strn"	96.7949	96.7949	1	100	96.7949
"59260"	"ENSG00000196792"	"STRN3"	"ENSMUSG00000020954"	"Strn3"	95.9849	96.1055	1	100	96.0452
"25145"	"ENSG00000090372"	"STRN4"	"ENSMUSG00000030374"	"Strn4"	95.1316	95.1316	1	100	95.1316
"55302"	"ENSG00000134910"	"STT3A"	"ENSMUSG00000032116"	"Stt3a"	99.4326	99.4326	1	100	99.4326
"14510"	"ENSG00000163527"	"STT3B"	"ENSMUSG00000032437"	"Stt3b"	97.5787	97.9344	1	100	97.75655
"13695"	"ENSG00000103266"	"STUB1"	"ENSMUSG00000039615"	"Stub1"	97.6898	97.3684	1	100	97.5291
"58462"	"ENSG00000203685"	"STUM"	"ENSMUSG00000053963"	"Stum"	97.8723	97.8723	1	100	97.8723
"16114"	"ENSG00000135604"	"STX11"	"ENSMUSG00000039232"	"Stx11"	85.0174	85.0174	1	100	85.0174
"61088"	"ENSG00000117758"	"STX12"	"ENSMUSG00000028879"	"Stx12"	92.029	92.7007	1	100	92.36485
"12797"	"ENSG00000124222"	"STX16"	"ENSMUSG00000027522"	"Stx16"	93.8462	93.5583	1	100	93.70225
"48558"	"ENSG00000136874"	"STX17"	"ENSMUSG00000061455"	"Stx17"	92.3841	92.691	1	100	92.53755
"29910"	"ENSG00000168818"	"STX18"	"ENSMUSG00000029125"	"Stx18"	91.0448	91.3174	1	100	91.1811
"51537"	"ENSG00000178750"	"STX19"	"ENSMUSG00000047854"	"Stx19"	86.0544	86.6438	1	75	86.3491
"25305"	"ENSG00000106089"	"STX1A"	"ENSMUSG00000007207"	"Stx1a"	98.2639	98.2639	1	100	98.2639
"36698"	"ENSG00000099365"	"STX1B"	"ENSMUSG00000030806"	"Stx1b"	100	100	1	100	100
"68991"	"ENSG00000111450"	"STX2"	"ENSMUSG00000029428"	"Stx2"	89.5833	89.2734	1	100	89.42835
"29097"	"ENSG00000166900"	"STX3"	"ENSMUSG00000041488"	"Stx3"	97.9239	97.9239	1	100	97.9239
"37302"	"ENSG00000103496"	"STX4"	"ENSMUSG00000030805"	"Stx4a"	90.2357	89.9329	1	100	90.0843
"68474"	"ENSG00000162236"	"STX5"	"ENSMUSG00000010110"	"Stx5a"	94.0845	94.0845	1	100	94.0845
"67169"	"ENSG00000135823"	"STX6"	"ENSMUSG00000026470"	"Stx6"	94.5098	94.5098	1	100	94.5098
"34067"	"ENSG00000079950"	"STX7"	"ENSMUSG00000019998"	"Stx7"	94.2529	94.2529	1	100	94.2529
"51093"	"ENSG00000170310"	"STX8"	"ENSMUSG00000020903"	"Stx8"	92.7966	92.7966	1	100	92.7966
"56602"	"ENSG00000136854"	"STXBP1"	"ENSMUSG00000026797"	"Stxbp1"	100	100	1	75	100
"43352"	"ENSG00000076944"	"STXBP2"	"ENSMUSG00000004626"	"Stxbp2"	93.0464	94.7723	1	100	93.90935
"34762"	"ENSG00000116266"	"STXBP3"	"ENSMUSG00000027882"	"Stxbp3"	91.3851	91.3851	1	100	91.3851
"8371"	"ENSG00000166263"	"STXBP4"	"ENSMUSG00000020546"	"Stxbp4"	76.6727	76.1221	1	100	76.3974
"64109"	"ENSG00000164506"	"STXBP5"	"ENSMUSG00000019790"	"Stxbp5"	94.0921	97.043	1	100	95.56755
"39234"	"ENSG00000145087"	"STXBP5L"	"ENSMUSG00000022829"	"Stxbp5l"	95.8685	95.9494	1	100	95.90895
"60501"	"ENSG00000168952"	"STXBP6"	"ENSMUSG00000046314"	"Stxbp6"	98.5714	98.5714	1	50	98.5714
"48327"	"ENSG00000060140"	"STYK1"	"ENSMUSG00000032899"	"Styk1"	77.7251	76.4569	1	100	77.091
"37945"	"ENSG00000198252"	"STYX"	"ENSMUSG00000053205"	"Styx"	96.4126	96.4126	1	100	96.4126
"58269"	"ENSG00000127952"	"STYXL1"	"ENSMUSG00000019178"	"Styxl1"	64.5367	62.9283	1	100	63.7325
"27134"	"ENSG00000113387"	"SUB1"	"ENSMUSG00000022205"	"Sub1"	92.126	92.126	1	100	92.126
"64450"	"ENSG00000136143"	"SUCLA2"	"ENSMUSG00000022110"	"Sucla2"	91.1447	91.1447	1	100	91.1447
"52980"	"ENSG00000163541"	"SUCLG1"	"ENSMUSG00000052738"	"Suclg1"	92.1965	92.1965	1	50	92.1965
"24500"	"ENSG00000172340"	"SUCLG2"	"ENSMUSG00000061838"	"Suclg2"	85.6818	87.067	1	100	86.3744
"6462"	"ENSG00000198829"	"SUCNR1"	"ENSMUSG00000027762"	"Sucnr1"	68.2635	71.9243	1	100	70.0939
"6695"	"ENSG00000094975"	"SUCO"	"ENSMUSG00000040297"	"Suco"	73.452	82.2967	1	100	77.87435
"68165"	"ENSG00000111707"	"SUDS3"	"ENSMUSG00000066900"	"Suds3"	96.9512	95.7831	1	100	96.36715
"63550"	"ENSG00000107882"	"SUFU"	"ENSMUSG00000025231"	"Sufu"	96.9008	96.701	1	100	96.8009
"63421"	"ENSG00000175600"	"SUGCT"	"ENSMUSG00000055137"	"Sugct"	78.1316	84.4037	1	100	81.26765
"32593"	"ENSG00000105705"	"AC004475.1"	"ENSMUSG00000011306"	"Sugp1"	89.4574	89.7356	1	100	89.5965
"22825"	"ENSG00000064607"	"SUGP2"	"ENSMUSG00000036054"	"Sugp2"	72.9927	74.9766	1	100	73.98465
"29554"	"ENSG00000165416"	"SUGT1"	"ENSMUSG00000022024"	"Sugt1"	79.726	86.6071	1	50	83.16655
"20416"	"ENSG00000137573"	"SULF1"	"ENSMUSG00000016918"	"Sulf1"	92.7669	92.8736	1	100	92.82025
"65293"	"ENSG00000196562"	"SULF2"	"ENSMUSG00000006800"	"Sulf2"	94.2529	93.7143	1	100	93.9836
"62714"	"ENSG00000173597"	"SULT1B1"	"ENSMUSG00000029269"	"Sult1b1"	72.2973	71.5719	1	75	71.9346
"65584"	"ENSG00000196228"	"SULT1C3"	"ENSMUSG00000023943"	"Sult1c1"	65.4605	65.4605	1	75	65.4605
"66610"	"ENSG00000198203"	"SULT1C2"	"ENSMUSG00000023122"	"Sult1c2"	76.2215	79.0541	1	50	77.6378
"63074"	"ENSG00000109193"	"SULT1E1"	"ENSMUSG00000029272"	"Sult1e1"	75.8503	75.5932	1	100	75.72175
"32874"	"ENSG00000105398"	"SULT2A1"	"ENSMUSG00000078798"	"Sult2a1"	63.5088	63.5088	0	25	63.5088
"25215"	"ENSG00000088002"	"SULT2B1"	"ENSMUSG00000003271"	"Sult2b1"	69.863	75.4438	1	75	72.6534
"47701"	"ENSG00000130540"	"SULT4A1"	"ENSMUSG00000018865"	"Sult4a1"	97.5352	97.5352	1	100	97.5352
"54225"	"ENSG00000138068"	"SULT6B1"	"ENSMUSG00000038045"	"Sult6b1"	84.9057	74.2574	1	100	79.58155
"31025"	"ENSG00000144455"	"SUMF1"	"ENSMUSG00000030101"	"Sumf1"	86.0963	86.5591	1	75	86.3277
"68075"	"ENSG00000116030"	"SUMO1"	"ENSMUSG00000026021"	"Sumo1"	100	100	1	100	100
"7462"	"ENSG00000188612"	"SUMO2"	"ENSMUSG00000020738"	"Sumo2"	100	100	1	100	100
"20533"	"ENSG00000184900"	"SUMO3"	"ENSMUSG00000020265"	"Sumo3"	64.539	80.531	1	75	72.535
"20471"	"ENSG00000164828"	"SUN1"	"ENSMUSG00000036817"	"Sun1"	69.0446	59.3647	1	100	64.20465
"22108"	"ENSG00000100242"	"SUN2"	"ENSMUSG00000042524"	"Sun2"	80.3523	81.1217	1	100	80.737
"66779"	"ENSG00000164744"	"SUN3"	"ENSMUSG00000040985"	"Sun3"	71.9888	80.3125	1	100	76.15065
"62055"	"ENSG00000167098"	"SUN5"	"ENSMUSG00000027480"	"Sun5"	70.9762	77.2989	1	100	74.13755
"35354"	"ENSG00000139531"	"SUOX"	"ENSMUSG00000049858"	"Suox"	85.6881	85.5311	1	100	85.6096
"64420"	"ENSG00000092201"	"SUPT16H"	"ENSMUSG00000035726"	"Supt16"	98.7584	98.7584	1	100	98.7584
"65023"	"ENSG00000102710"	"SUPT20H"	"ENSMUSG00000027751"	"Supt20"	59.926	91.5254	1	100	75.7257
"62412"	"ENSG00000196284"	"SUPT3H"	"ENSMUSG00000038954"	"Supt3"	80.4878	70.5882	1	100	75.538
"68913"	"ENSG00000213246"	"SUPT4H1"	"ENSMUSG00000020485"	"Supt4a"	100	100	1	100	100
"22322"	"ENSG00000196235"	"SUPT5H"	"ENSMUSG00000003435"	"Supt5"	97.3321	97.7819	1	100	97.557
"20554"	"ENSG00000109111"	"SUPT6H"	"ENSMUSG00000002052"	"Supt6"	98.0881	98.0881	1	100	98.0881
"30222"	"ENSG00000119760"	"SUPT7L"	"ENSMUSG00000053134"	"Supt7l"	94.9275	95.3884	1	100	95.15795
"45880"	"ENSG00000156502"	"SUPV3L1"	"ENSMUSG00000020079"	"Supv3l1"	87.2774	88.0616	1	100	87.6695
"33597"	"ENSG00000148290"	"SURF1"	"ENSMUSG00000015790"	"Surf1"	77.6667	76.1438	1	100	76.90525
"33629"	"ENSG00000148291"	"SURF2"	"ENSMUSG00000014873"	"Surf2"	68.75	68.4825	1	100	68.61625
"34496"	"ENSG00000148248"	"SURF4"	"ENSMUSG00000014867"	"Surf4"	99.2565	99.2565	1	100	99.2565
"54530"	"ENSG00000148296"	"SURF6"	"ENSMUSG00000036160"	"Surf6"	71.7452	72.9577	1	100	72.35145
"21023"	"ENSG00000106868"	"SUSD1"	"ENSMUSG00000038578"	"Susd1"	69.749	70.2128	1	100	69.9809
"64301"	"ENSG00000099994"	"SUSD2"	"ENSMUSG00000006342"	"Susd2"	76.1557	76.3415	1	75	76.2486
"68844"	"ENSG00000157303"	"SUSD3"	"ENSMUSG00000021384"	"Susd3"	65.4902	62.0818	1	100	63.786
"67545"	"ENSG00000143502"	"SUSD4"	"ENSMUSG00000038576"	"Susd4"	91.2245	91.2245	1	100	91.2245
"28405"	"ENSG00000173705"	"SUSD5"	"ENSMUSG00000086596"	"Susd5"	67.4086	68.4976	1	100	67.9531
"29596"	"ENSG00000100647"	"SUSD6"	"ENSMUSG00000021133"	"Susd6"	88.7789	89.0728	1	100	88.92585
"48921"	"ENSG00000101945"	"SUV39H1"	"ENSMUSG00000039231"	"Suv39h1"	91.253	93.4625	1	100	92.35775
"52851"	"ENSG00000152455"	"SUV39H2"	"ENSMUSG00000026646"	"Suv39h2"	89.0244	76.5199	1	100	82.77215
"28767"	"ENSG00000178691"	"SUZ12"	"ENSMUSG00000017548"	"Suz12"	96.6171	96.3563	1	50	96.4867
"35638"	"ENSG00000159164"	"SV2A"	"ENSMUSG00000038486"	"Sv2a"	98.9218	98.9218	1	100	98.9218
"14139"	"ENSG00000185518"	"SV2B"	"ENSMUSG00000053025"	"Sv2b"	94.8755	94.8755	1	50	94.8755
"19842"	"ENSG00000122012"	"SV2C"	"ENSMUSG00000051111"	"Sv2c"	97.1114	97.1114	1	75	97.1114
"42789"	"ENSG00000177868"	"SVBP"	"ENSMUSG00000028643"	"Svbp"	93.9394	60.7843	1	75	77.36185
"22421"	"ENSG00000165124"	"SVEP1"	"ENSMUSG00000028369"	"Svep1"	81.7418	81.8335	1	100	81.78765
"37004"	"ENSG00000197321"	"SVIL"	"ENSMUSG00000024236"	"Svil"	80.6685	82.3041	1	50	81.4863
"57456"	"ENSG00000198168"	"SVIP"	"ENSMUSG00000074093"	"Svip"	80.5195	80.5195	1	100	80.5195
"66243"	"ENSG00000166111"	"SVOP"	"ENSMUSG00000042078"	"Svop"	95.6204	95.6204	1	100	95.6204
"45065"	"ENSG00000157703"	"SVOPL"	"ENSMUSG00000029830"	"Svopl"	91.8699	91.498	1	100	91.68395
"64672"	"ENSG00000133789"	"SWAP70"	"ENSMUSG00000031015"	"Swap70"	95.0427	95.0427	1	100	95.0427
"23184"	"ENSG00000175854"	"SWI5"	"ENSMUSG00000044627"	"Swi5"	29.7872	57.8512	0	50	43.8192
"44432"	"ENSG00000173928"	"SWSAP1"	"ENSMUSG00000051238"	"Swsap1"	66.8122	55.036	1	100	60.9241
"6675"	"ENSG00000116668"	"SWT1"	"ENSMUSG00000052748"	"Swt1"	69.8889	69.3495	1	100	69.6192
"44212"	"ENSG00000169895"	"SYAP1"	"ENSMUSG00000031357"	"Syap1"	83.8068	80.8219	1	75	82.31435
"17128"	"ENSG00000147642"	"SYBU"	"ENSMUSG00000022340"	"Sybu"	85.2187	71.2484	1	100	78.23355
"59995"	"ENSG00000171772"	"SYCE1"	"ENSMUSG00000025480"	"Syce1"	64.7799	62.614	1	50	63.69695
"45013"	"ENSG00000205078"	"SYCE1L"	"ENSMUSG00000033409"	"Syce1l"	52.4793	51.417	1	100	51.94815
"38322"	"ENSG00000161860"	"SYCE2"	"ENSMUSG00000003824"	"Syce2"	54.5872	67.2316	1	100	60.9094
"13135"	"ENSG00000217442"	"SYCE3"	"ENSMUSG00000078938"	"Syce3"	89.7727	89.7727	1	100	89.7727
"60349"	"ENSG00000179751"	"SYCN"	"ENSMUSG00000084174"	"Sycn"	73.1343	73.1343	1	100	73.1343
"30351"	"ENSG00000198765"	"SYCP1"	"ENSMUSG00000027855"	"Sycp1"	74.1803	72.9104	1	100	73.54535
"32193"	"ENSG00000196074"	"SYCP2"	"ENSMUSG00000060445"	"Sycp2"	62.8105	64.0667	1	75	63.4386
"14204"	"ENSG00000153157"	"SYCP2L"	"ENSMUSG00000038651"	"Sycp2l"	51.8473	50	1	100	50.92365
"8071"	"ENSG00000139351"	"SYCP3"	"ENSMUSG00000020059"	"Sycp3"	71.6102	66.5354	1	75	69.0728
"35581"	"ENSG00000105137"	"SYDE1"	"ENSMUSG00000032714"	"Syde1"	87.483	87.2456	1	75	87.3643
"44333"	"ENSG00000097096"	"SYDE2"	"ENSMUSG00000036863"	"Syde2"	74.5394	67.7321	1	75	71.13575
"49512"	"ENSG00000117614"	"SYF2"	"ENSMUSG00000028821"	"Syf2"	90.535	90.9091	1	100	90.72205
"37890"	"ENSG00000165025"	"SYK"	"ENSMUSG00000021457"	"Syk"	91.6535	92.5278	1	100	92.09065
"29117"	"ENSG00000125755"	"SYMPK"	"ENSMUSG00000023118"	"Sympk"	94.6625	93.6335	1	100	94.148
"8353"	"ENSG00000008056"	"SYN1"	"ENSMUSG00000037217"	"Syn1"	96.3121	96.1756	1	100	96.24385
"42173"	"ENSG00000157152"	"SYN2"	"ENSMUSG00000009394"	"Syn2"	94.6735	94.0273	1	100	94.3504
"29558"	"ENSG00000185666"	"SYN3"	"ENSMUSG00000059602"	"Syn3"	92.2414	92.4007	1	75	92.32105
"41204"	"ENSG00000162520"	"SYNC"	"ENSMUSG00000001333"	"Sync"	74.6888	76.5957	1	100	75.64225
"14610"	"ENSG00000135316"	"SYNCRIP"	"ENSMUSG00000032423"	"Syncrip"	99.679	99.679	1	50	99.679
"67303"	"ENSG00000101463"	"SYNDIG1"	"ENSMUSG00000074736"	"Syndig1"	93.0233	93.0233	1	100	93.0233
"57020"	"ENSG00000183379"	"SYNDIG1L"	"ENSMUSG00000071234"	"Syndig1l"	88.6555	89.0295	1	100	88.8425
"23438"	"ENSG00000131018"	"SYNE1"	"ENSMUSG00000096054"	"Syne1"	14.0389	86.3033	0	100	50.1711
"38159"	"ENSG00000054654"	"SYNE2"	"ENSMUSG00000063450"	"Syne2"	70.4068	70.7448	1	100	70.5758
"54938"	"ENSG00000176438"	"SYNE3"	"ENSMUSG00000054150"	"Syne3"	77.2308	77.2308	1	100	77.2308
"55845"	"ENSG00000181392"	"SYNE4"	"ENSMUSG00000019737"	"Syne4"	65.8416	68.5567	1	100	67.19915
"40697"	"ENSG00000197283"	"SYNGAP1"	"ENSMUSG00000067629"	"Syngap1"	99.032	99.2537	1	75	99.14285
"13675"	"ENSG00000100321"	"SYNGR1"	"ENSMUSG00000022415"	"Syngr1"	94.4206	94.0171	1	100	94.21885
"16800"	"ENSG00000108639"	"SYNGR2"	"ENSMUSG00000048277"	"Syngr2"	54.9091	67.4107	1	100	61.1599
"48723"	"ENSG00000127561"	"SYNGR3"	"ENSMUSG00000007021"	"Syngr3"	93.8865	93.8865	1	100	93.8865
"22541"	"ENSG00000105467"	"SYNGR4"	"ENSMUSG00000040231"	"Syngr4"	72.6496	72.9614	1	100	72.8055
"14337"	"ENSG00000159082"	"SYNJ1"	"ENSMUSG00000022973"	"Synj1"	89.7022	89.9813	1	100	89.84175
"44384"	"ENSG00000078269"	"SYNJ2"	"ENSMUSG00000023805"	"Synj2"	83.5562	84.5166	1	100	84.0364
"63368"	"ENSG00000213463"	"SYNJ2BP"	"ENSMUSG00000090935"	"Synj2bp"	91.0345	91.0345	1	75	91.0345
"51187"	"ENSG00000182253"	"SYNM"	"ENSMUSG00000030554"	"Synm"	67.9233	68.0974	1	75	68.01035
"49386"	"ENSG00000171992"	"SYNPO"	"ENSMUSG00000043079"	"Synpo"	60.1722	62.0422	1	100	61.1072
"60279"	"ENSG00000172403"	"SYNPO2"	"ENSMUSG00000050315"	"Synpo2"	79.54	79.7932	1	100	79.6666
"48596"	"ENSG00000166317"	"SYNPO2L"	"ENSMUSG00000039376"	"Synpo2l"	87.8199	87.7301	1	100	87.775
"22595"	"ENSG00000163630"	"SYNPR"	"ENSMUSG00000056296"	"Synpr"	95.4386	95.4386	1	100	95.4386
"32448"	"ENSG00000275066"	"SYNRG"	"ENSMUSG00000034940"	"Synrg"	71.309	82.3374	1	100	76.8232
"38933"	"ENSG00000102003"	"SYP"	"ENSMUSG00000031144"	"Syp"	95.2077	94.9045	1	100	95.0561
"44152"	"ENSG00000008282"	"SYPL1"	"ENSMUSG00000020570"	"Sypl"	82.6255	81.9923	1	100	82.3089
"46129"	"ENSG00000143028"	"SYPL2"	"ENSMUSG00000027887"	"Sypl2"	91.1765	93.9394	1	100	92.55795
"67251"	"ENSG00000067715"	"SYT1"	"ENSMUSG00000035864"	"Syt1"	97.3934	97.6247	1	100	97.50905
"58479"	"ENSG00000110975"	"SYT10"	"ENSMUSG00000063260"	"Syt10"	92.9254	92.9254	1	50	92.9254
"66595"	"ENSG00000132718"	"SYT11"	"ENSMUSG00000068923"	"Syt11"	94.8956	95.1163	1	100	95.00595
"5995"	"ENSG00000173227"	"SYT12"	"ENSMUSG00000049303"	"Syt12"	95.0119	95.0119	1	100	95.0119
"26479"	"ENSG00000019505"	"SYT13"	"ENSMUSG00000027220"	"Syt13"	89.6714	89.6714	1	100	89.6714
"7048"	"ENSG00000143469"	"SYT14"	"ENSMUSG00000016200"	"Syt14"	84.168	90.7665	1	100	87.46725
"64650"	"ENSG00000204176"	"SYT15"	"ENSMUSG00000041479"	"Syt15"	77.6722	78.2297	1	50	77.95095
"19499"	"ENSG00000139973"	"SYT16"	"ENSMUSG00000044912"	"Syt16"	61.2403	71.949	1	75	66.59465
"30131"	"ENSG00000103528"	"SYT17"	"ENSMUSG00000058420"	"Syt17"	94.9367	95.7447	1	50	95.3407
"57696"	"ENSG00000143858"	"SYT2"	"ENSMUSG00000026452"	"Syt2"	98.0907	97.3934	1	100	97.74205
"67180"	"ENSG00000213023"	"SYT3"	"ENSMUSG00000030731"	"Syt3"	94.9153	95.4003	1	100	95.1578
"50921"	"ENSG00000132872"	"SYT4"	"ENSMUSG00000024261"	"Syt4"	89.6471	89.6471	1	50	89.6471
"48436"	"ENSG00000129990"	"SYT5"	"ENSMUSG00000004961"	"Syt5"	90.6736	90.6736	1	100	90.6736
"52570"	"ENSG00000134207"	"SYT6"	"ENSMUSG00000027849"	"Syt6"	96.7059	80.4305	1	100	88.5682
"38483"	"ENSG00000011347"	"SYT7"	"ENSMUSG00000024743"	"Syt7"	83.8912	70.7231	1	100	77.30715
"15523"	"ENSG00000149043"	"SYT8"	"ENSMUSG00000031098"	"Syt8"	72.5686	73.6709	1	100	73.11975
"53940"	"ENSG00000170743"	"SYT9"	"ENSMUSG00000062542"	"Syt9"	97.3523	97.3523	1	100	97.3523
"50520"	"ENSG00000142765"	"SYTL1"	"ENSMUSG00000028860"	"Sytl1"	81.3167	80.4577	1	100	80.8872
"39197"	"ENSG00000137501"	"SYTL2"	"ENSMUSG00000030616"	"Sytl2"	82.4599	81.1579	1	100	81.8089
"35411"	"ENSG00000164674"	"SYTL3"	"ENSMUSG00000041831"	"Sytl3"	79.0164	79.4069	1	75	79.21165
"34323"	"ENSG00000102362"	"SYTL4"	"ENSMUSG00000031255"	"Sytl4"	90.313	90.0446	1	100	90.1788
"68309"	"ENSG00000147041"	"SYTL5"	"ENSMUSG00000054453"	"Sytl5"	84.4415	84.3293	1	100	84.3854
"29143"	"ENSG00000162298"	"SYVN1"	"ENSMUSG00000024807"	"Syvn1"	94.8136	95.5882	1	75	95.2009
"14228"	"ENSG00000055070"	"SZRD1"	"ENSMUSG00000040842"	"Szrd1"	96.7105	96.7105	1	100	96.7105
"58448"	"ENSG00000198198"	"SZT2"	"ENSMUSG00000033253"	"Szt2"	92.4741	90.9647	1	100	91.7194
