Human,Mice
YY1,Yy1
KYNU,Kynu
RF01969,Gm27608
TMEM132B,Tmem132b
IRGQ,Irgq
SPINT3,Spint3
TMEM248,Tmem248
FAM198A,Fam198a
DCAF17,Dcaf17
STIM1,Stim1
PCDH17,Pcdh17
CX3CL1,Cx3cl1
ZMAT3,Zmat3
KIF11,Kif11
IL17C,Il17c
EN1,En1
BRD2,Brd2
OR6B1,Olfr449
FSHB,Fshb
MUC13,Muc13
BIRC3,Birc3
MND1,Mnd1
ZYX,Zyx
MGAT4C,Mgat4c
RHOJ,Rhoj
XPOT,Xpot
RNFT1,Rnft1
SYNRG,Synrg
WDR74,Wdr74
MAP2,Map2
TAF5,Taf5
CCL20,Ccl20
F12,F12
STAC3,Stac3
GDPD1,Gdpd1
CCDC189,Ccdc189
OOSP1,Oosp1
RIC3,Ric3
ADSSL1,Adssl1
AP4S1,Ap4s1
NDUFV1,Ndufv1
RCAN1,Rcan1
PRDM10,Prdm10
CHRDL2,Chrdl2
FAM83B,Fam83b
PAGR1,Pagr1a
ANK2,Ank2
TSPAN13,Tspan13
RPLP0,Rplp0
MRPS9,Mrps9
DUSP28,Dusp28
COMMD3-BMI1,Bmi1
TMTC1,Tmtc1
RN7SKP177,Gm24074
SF1,Sf1
CEP295NL,Cep295nl
ZNF268,LOC102636383
CCDC160,Ccdc160
PDZD4,Pdzd4
USP18,Usp18
PRG3,Prg3
AKIRIN1,Akirin1
ABI3BP,Abi3bp
MRVI1,Mrvi1
CARF,Carf
PDCD11,Pdcd11
ARPP19,Arpp19
NLGN2,Nlgn2
HOXB9,Hoxb9
SPATA25,Spata25
WIF1,Wif1
TRABD,Trabd
NXF3,Nxf3
CORO2B,Coro2b
PCDH15,Pcdh15
MAGIX,Magix
ESR2,Esr2
GDE1,Gde1
OPRK1,Oprk1
EHBP1,Ehbp1
PDIA5,Pdia5
BFSP2,Bfsp2
LDB2,Ldb2
SRPK1,Srpk1
FABP9,Fabp9
ABT1,Abt1
ANXA7,Anxa7
OR52R1,Olfr569
RAB11FIP3,Rab11fip3
ATP2C2,Atp2c2
IFI30,Ifi30
CIP2A,Cip2a
BEST2,Best2
GNPDA2,Gnpda2
TRMT10A,Trmt10a
HLA-A,H2-K1
DNLZ,Dnlz
GTF2H4,Gtf2h4
EBI3,Ebi3
PLXNB3,Plxnb3
ZNF77,BC025920
TEX44,Tex44
PRAG1,Prag1
SUSD6,Susd6
LIPM,Lipm
OS9,Os9
SATL1,Satl1
ABHD14A,Abhd14a
OCM,Ocm
MUM1,Mum1
CBX4,Cbx4
PYGB,Pygb
ARL3,Arl3
SRRM2,Srrm2
LRGUK,Lrguk
EXTL2,Extl2
CRYGC,Crygc
TTC16,Ttc16
MBD2,Mbd2
TUBA4A,Tuba4a
LIPH,Liph
GRIK2,Grik2
PRKAA1,Prkaa1
FLRT1,Flrt1
RNASEH2A,Rnaseh2a
SF3A2,Sf3a2
SLX4,Slx4
ZNF665,Zfp160
NUCB1,Nucb1
ACSF2,Acsf2
OR2AK2,Olfr318
WNT10B,Wnt10b
KDM3B,Kdm3b
TRAM1L1,Tram1l1
TEX10,Tex10
CHAC2,Chac2
SCN11A,Scn11a
WWP2,Wwp2
OLFM2,Olfm2
DESI2,Desi2
LCN10,Lcn10
NPAS1,Npas1
RNU6-580P,Gm25464
NDUFS3,Ndufs3
XKR4,Xkr4
OTOP2,Otop2
PUS7,Pus7
OR4D9,Olfr1425
RNU6-102P,Gm23941
DNAH3,Dnah3
TM2D1,Tm2d1
RWDD2A,Rwdd2a
CBFB,Cbfb
RNU6-356P,Gm23448
MIR214,Mir214
WDR54,Wdr54
COL19A1,Col19a1
TSTD1,Tstd1
PCDHA10,Pcdha9
ADAMTSL2,Adamtsl2
TEX264,Tex264
PCSK7,Pcsk7
SKA1,Ska1
SNORD123,Snord123
BTBD2,Btbd2
ZMYM4,Zmym4
CLASRP,Clasrp
NUMA1,Numa1
ZBTB3,Zbtb3
CUX2,Cux2
DPY19L1,Dpy19l1
C19orf67,1700067K01Rik
FOXD1,Foxd1
DNAJC8,Dnajc8
RNU6-1045P,Gm24842
SAMD11,Samd11
BDNF,Bdnf
MPP7,Mpp7
ASAP1,Asap1
CFP,Cfp
SNORD45A,Gm24494
TPCN1,Tpcn1
CYP2A7,Cyp2a4
MIR1-2,Mir1a-2
RUNX1,Runx1
RNU6-699P,Gm22699
HSPA2,Hspa2
SLC19A3,Slc19a3
RD3,Rd3
PPP1R14C,Ppp1r14c
FIS1,Fis1
GFOD2,Gfod2
VWA5B1,Vwa5b1
ELMSAN1,Elmsan1
CD2BP2,Cd2bp2
TRPV4,Trpv4
METRN,Metrn
MMP11,Mmp11
LIPC,Lipc
DNAJC10,Dnajc10
OST4,Ost4
MED12L,Med12l
N4BP2,N4bp2
OR52E8,Olfr671
EBPL,Ebpl
PGAP3,Pgap3
CST7,Cst7
RN7SL230P,Gm22567
BBIP1,Bbip1
TRPT1,Trpt1
HACD1,Hacd1
HOXB6,Hoxb6
TMEM213,Tmem213
ZRANB3,Zranb3
IQCN,Iqcn
OSGEP,Osgep
PRR36,Prr36
MEIOB,Meiob
MIR34A,Mir34a
SRPX,Srpx
TBC1D7,Tbc1d7
HIGD1A,Higd1a
CYP2R1,Cyp2r1
LURAP1L,Lurap1l
TCIRG1,Tcirg1
OR7E24,Olfr873
CCDC171,Ccdc171
CPSF6,Cpsf6
SDC3,Sdc3
ARHGAP19,Arhgap19
ERICH1,Erich1
ZC2HC1B,Zc2hc1b
IL10,Il10
ZFHX2,Zfhx2
HNRNPLL,Hnrnpll
PPM1K,Ppm1k
VAPB,Vapb
RPL17-C18orf32,Gm10362
MT-ND4L,mt-Nd4l
KY,Ky
TPCN2,Tpcn2
RF01876,Gm27882
MTHFD1L,Mthfd1l
ARID3B,Arid3b
NDUFAB1,Ndufab1
RF02127,Gm27899
REX1BD,Rex1bd
TGFBR2,Tgfbr2
FOLR2,Folr2
MUCL3,Mucl3
TGFB2,Tgfb2
ATF6,Atf6
CEBPB,Cebpb
RPP21,Rpp21
GNA12,Gna12
SEMA4G,Sema4g
WASHC3,Washc3
M1AP,M1ap
ZDHHC7,Zdhhc7
RFT1,Rft1
PACSIN1,Pacsin1
NRIP1,Nrip1
SYNGR2,Syngr2
NEO1,Neo1
ADH1C,Adh1
GPR137B,Gpr137b
FOXO1,Foxo1
RFC5,Rfc5
C9orf40,D030056L22Rik
CDC123,Cdc123
DSC2,Dsc2
ZC3H18,Zc3h18
IFNAR1,Ifnar1
SLC12A6,Slc12a6
SDF2L1,Sdf2l1
LRRC42,Lrrc42
TBC1D19,Tbc1d19
ZSWIM3,Zswim3
PCDHGA3,Pcdhga3
SESN1,Sesn1
SCRN1,Scrn1
ZFP64,Zfp64
CYSTM1,Cystm1
AL121768.1,Eml5
MRNIP,Mrnip
METTL13,Mettl13
ESD,Esd
CATSPERB,Catsperb
PNMA1,Pnma1
PPP1R21,Ppp1r21
DMRT1,Dmrt1
XAF1,Xaf1
NME4,Nme4
CDC42EP4,Cdc42ep4
MR1,Mr1
PGLYRP4,Pglyrp4
WDFY3,Wdfy3
WDR66,Wdr66
ATP6AP1,Atp6ap1
AL672142.1,Gm28038
ELK3,Elk3
DAP3,Dap3
TAS1R3,Tas1r3
KNG1,Kng1
PPP2R2B,Ppp2r2b
NRBP1,Nrbp1
RAB33B,Rab33b
ATP6V1E1,Atp6v1e1
WIPF2,Wipf2
OC90,Oc90
C10orf90,D7Ertd443e
BIRC8,Xiap
PPP1R9A,Ppp1r9a
SLC39A3,Slc39a3
DIAPH3,Diap3
ATF1,Atf1
RNF219,Rnf219
HARS,Hars
RABL3,Rabl3
ROPN1L,Ropn1l
TREML4,Treml4
PXYLP1,Pxylp1
CELA3A,Gm13011
ITPKA,Itpka
JUP,Jup
SCARNA16,Gm26083
PBX2,Pbx2
TRPA1,Trpa1
CUEDC2,Cuedc2
ZNF397,Zfp397
EDN1,Edn1
HEATR9,Heatr9
GLO1,Glo1
OFCC1,Ofcc1
TOR2A,Tor2a
PMCH,Pmch
CABIN1,Cabin1
JAZF1,Jazf1
OR52J3,Olfr592
NRSN2,Nrsn2
VAV3,Vav3
WDR1,Wdr1
SUGCT,Sugct
KPNA2,Kpna2
PROX2,Prox2
NPW,Npw
CFAP299,Cfap299
UBE2K,Ube2k
MIR199B,Mir199b
USP15,Usp15
LMOD1,Lmod1
OR52M1,Olfr554
ANP32E,Anp32e
NRIP2,Nrip2
EPB42,Epb4.2
ALOX5AP,Alox5ap
GPATCH2L,Gpatch2l
ANG,Ang
OGA,Mgea5
NGF,Ngf
SHANK3,Shank3
MIR135A1,Mir135a-1
ANKRD55,Ankrd55
TMEM184C,Tmem184c
UHRF2,Uhrf2
POFUT1,Pofut1
FJX1,Fjx1
CDC14A,Cdc14a
CXorf40B,1110012L19Rik
NAALADL1,Naaladl1
METTL5,Mettl5
CDR2L,Cdr2l
COL16A1,Col16a1
XPO4,Xpo4
SEH1L,Seh1l
ABCA3,Abca3
TMEM41A,Tmem41a
ZBTB32,Zbtb32
GATA3,Gata3
SERPINB10,Serpinb10
DNAJC21,Dnajc21
HRASLS,Hrasls
C6orf47,D17H6S53E
PCDHB8,Pcdhb16
DENND3,Dennd3
GPR12,Gpr12
HDAC5,Hdac5
ILVBL,Ilvbl
RNU6-283P,Gm24499
UBE2E1,Ube2e1
CEP295,Cep295
MGARP,Mgarp
XYLT1,Xylt1
CYP27B1,Cyp27b1
KIAA1024,AF529169
ASPN,Aspn
COMMD4,Commd4
FOXP3,Foxp3
ENTPD1,Entpd1
C1orf174,A430005L14Rik
ERFE,Erfe
FOPNL,Fopnl
FABP1,Fabp1
ATP2B1,Atp2b1
FKBP14,Fkbp14
TRADD,Tradd
TH,Th
CCDC125,Ccdc125
SECISBP2L,Secisbp2l
SOX30,Sox30
TWIST1,Twist1
TMIGD3,Tmigd3
FCMR,Fcmr
MRPS28,Mrps28
TDRD1,Tdrd1
TCHHL1,Tchhl1
MIRLET7D,Mirlet7d
ABCC1,Abcc1
RNASE9,Rnase9
LGALS3BP,Lgals3bp
FXYD5,Fxyd5
ZBTB47,Zfp651
DEF8,Def8
RCBTB1,Rcbtb1
CNKSR1,Cnksr1
NDUFS4,Ndufs4
MAB21L2,Mab21l2
MIR876,Mir876
LRRC15,Lrrc15
PHACTR1,Phactr1
ECM2,Ecm2
GPR26,Gpr26
AC233723.1,Gm40193
NIPA1,Nipa1
TTR,Ttr
GOLGA2,Golga2
ARAF,Araf
KITLG,Kitl
RNF144A,Rnf144a
FPGS,Fpgs
EFNB2,Efnb2
USP42,Usp42
MAGEE2,Magee2
SCEL,Scel
CARS2,Cars2
VAMP8,Vamp8
RIC8B,Ric8b
ZNF354B,Zfp354b
CLEC16A,Clec16a
FLNC,Flnc
CDCP2,Cdcp2
FMN1,Fmn1
MICB,Mill2
MORN5,Morn5
RIMBP3C,Rimbp3
RPL13A,Rpl13a
GRB14,Grb14
STX11,Stx11
SNN,Snn
C11orf88,4833427G06Rik
NDFIP2,Ndfip2
SLC26A2,Slc26a2
RNU1-133P,Gm23928
MINDY2,Mindy2
SEPT6,Sept6
FAM83A,Fam83a
BCAR3,Bcar3
RAP2C,Rap2c
NUDCD3,Nudcd3
HSPA9,Hspa9
WDFY2,Wdfy2
ARRB1,Arrb1
XCR1,Xcr1
SMPX,Smpx
TFCP2L1,Tfcp2l1
CTBP1,Ctbp1
TACR2,Tacr2
C5AR2,C5ar2
NCKIPSD,Nckipsd
CDKL5,Cdkl5
MEST,Mest
STK24,Stk24
VAT1L,Vat1l
PLA2G2F,Pla2g2f
MSH5,Msh5
KRT4,Krt4
VASP,Vasp
CDK2,Cdk2
MIR770,Mir770
SNORA47,Snora47
MTO1,Mto1
ANKRD7,Ankrd7
EXOC6B,Exoc6b
ARPC2,Arpc2
SPAG8,Spag8
RNU6-889P,Gm26206
RESP18,Resp18
ATP11C,Atp11c
AGAP2,Agap2
MARCH8,March8
IRAK4,Irak4
TRAV26-2,Trav21-dv12
BARX2,Barx2
KCNG2,Kcng2
MAFA,Mafa
RAB34,Rab34
CELSR2,Celsr2
MRPL35,Mrpl35
PDZD2,Pdzd2
GCG,Gcg
MAGI3,Magi3
LRRC1,Lrrc1
GOLGB1,Golgb1
TPP1,Tpp1
TNFRSF13B,Tnfrsf13b
MIR146B,Mir146b
DYNLRB2,Dynlrb2
ACTL10,Actl10
FEZF2,Fezf2
ANXA5,Anxa5
ZNF407,Zfp407
BEX2,Bex2
LEPR,Lepr
TNP2,Tnp2
PTGDS,Ptgds
FIZ1,Fiz1
C12orf29,4930430F08Rik
CFAP161,Cfap161
CRH,Crh
NTF3,Ntf3
SHTN1,Shtn1
SNX31,Snx31
RNU6-800P,Gm25814
HMCN1,Hmcn1
WRAP53,Wrap53
SAC3D1,Sac3d1
HEXDC,Hexdc
HIST1H2BH,Hist1h2bq
FOSL2,Fosl2
PRRG1,Prrg1
PLP1,Plp1
SLC1A7,Slc1a7
ZNRD1,Znrd1
SLC30A3,Slc30a3
PEPD,Pepd
RNF7,Rnf7
CLCN1,Clcn1
APOBEC1,Apobec1
MRPS35,Mrps35
GSX2,Gsx2
ANO6,Ano6
GAA,Gaa
UQCRFS1,Uqcrfs1
CYP2S1,Cyp2s1
ZNF8,Zfp128
TPST2,Tpst2
SPIN4,Spin4
KIF1C,Kif1c
SBNO2,Sbno2
CUL5,Cul5
ECSCR,Ecscr
PCDHA11,Pcdha11
RAD51AP1,Rad51ap1
JOSD2,Josd2
DLEC1,Dlec1
NR0B1,Nr0b1
CCL25,Ccl25
COPS7A,Cops7a
SMCR8,Smcr8
IFT52,Ift52
SLC25A38,Slc25a38
C6orf201,4933417A18Rik
MCOLN3,Mcoln3
C11orf52,2310030G06Rik
TCTN2,Tctn2
MIR181B1,Mir181b-1
PATL2,Patl2
AOAH,Aoah
ACE,Ace
CLIP2,Clip2
RF01955,Gm28006
C14orf39,4930447C04Rik
GPR52,Gpr52
PSMC2,Psmc2
MPP2,Mpp2
HIVEP1,Hivep1
FBXO43,Fbxo43
FNDC3B,Fndc3b
ZNF703,Zfp703
ZSCAN10,Zscan10
IRS2,Irs2
RNU4ATAC,Gm22710
DNAJC7,Dnajc7
HRH3,Hrh3
DR1,Dr1
COG7,Cog7
NPVF,Npvf
C11orf53,1810046K07Rik
TECPR2,Tecpr2
THEGL,1700023E05Rik
SCN1A,Scn1a
CLU,Clu
ZMYND11,Zmynd11
UBE2L3,Ube2l3
C9orf50,1700001O22Rik
DOP1A,Dop1a
MIR744,Mir744
EFCAB12,Efcab12
PAFAH1B3,Pafah1b3
C15orf52,A430105I19Rik
RN7SKP247,Gm25455
ADGRG3,Adgrg3
PARP8,Parp8
CNDP1,Cndp1
DRP2,Drp2
GM2A,Gm2a
HOXC13,Hoxc13
KDM6A,Kdm6a
OR4K15,Olfr727
SLC44A3,Slc44a3
CHAF1B,Chaf1b
OR4F3,Olfr1303
CSMD2,Csmd2
SETD7,Setd7
ZDHHC18,Zdhhc18
SKIV2L,Skiv2l
FBLN2,Fbln2
SLC25A3,Slc25a3
CH25H,Ch25h
RALGDS,Ralgds
BLOC1S6,Bloc1s6
ST3GAL4,St3gal4
PRR22,Prr22
RNA5SP194,Gm25908
PNLIP,Pnlip
PREX1,Prex1
SPOCK2,Spock2
PHF1,Phf1
IRF2,Irf2
GPLD1,Gpld1
PSMD10,Psmd10
MYO9A,Myo9a
LMF2,Lmf2
GP1BA,Gp1ba
SERPINE2,Serpine2
RNU4-34P,Gm25104
SNORA60,Gm25129
MBOAT2,Mboat2
UNC80,Unc80
GIF,Gif
ZSCAN22,Zscan22
MEAK7,Tldc1
MARCH7,March7
ECHDC1,Echdc1
AICDA,Aicda
SLC35B1,Slc35b1
SCAMP5,Scamp5
LGALS4,Lgals4
CTPS1,Ctps
KLRG2,Klrg2
IFIT1,Gm14446
HIST1H2BB,Hist1h2bb
RTFDC1,Rtfdc1
ARL4A,Arl4a
NDUFAF8,Ndufaf8
ACSS1,Acss1
IFFO2,Iffo2
DSG4,Dsg4
MILR1,Milr1
PCP2,Pcp2
TOLLIP,Tollip
MEMO1,Memo1
COL24A1,Col24a1
RELB,Relb
MTUS1,Mtus1
AKAP10,Akap10
DAGLA,Dagla
NEDD1,Nedd1
TNFSF15,Tnfsf15
ARCN1,Arcn1
TSPAN10,Tspan10
DSTYK,Dstyk
OTOP1,Otop1
SPIN1,Spin1
SMAD5,Smad5
SNORD11B,Gm26287
AHDC1,Ahdc1
OR6Y1,Olfr220
LGALSL,Lgalsl
MARCH5,March5
NDUFB8,Ndufb8
PRSS50,Prss50
CCL27,Gm13306
PSMD2,Psmd2
FGF3,Fgf3
PTS,Pts
NT5C,Nt5c
GRM2,Grm2
C8orf37,2610301B20Rik
GABRA2,Gabra2
PRPF4,Prpf4
ASCC3,Ascc3
ENTPD8,Entpd8
PLA2G4B,Pla2g4b
RIMBP3B,Rimbp3
MIR27B,Mir27b
ENTPD5,Entpd5
MAPK9,Mapk9
PYGL,Pygl
BUD23,Bud23
RPS10,Rps10
RAB3IL1,Rab3il1
ARHGEF26,Arhgef26
SPAM1,Hyal5
KIF21A,Kif21a
ZNF638,Zfml
IFNL3,Ifnl2
WDR11,Wdr11
BID,Bid
TNIP1,Tnip1
SLC5A7,Slc5a7
H1F0,H1f0
AFAP1L2,Afap1l2
ASCL1,Ascl1
STK11IP,Stk11ip
MFN1,Mfn1
WDR90,Wdr90
C3orf30,4930435E12Rik
RNU6-1060P,Gm25401
FAM217B,Fam217b
FAM205A,Gm13298
TMEM45B,Tmem45b
KRT39,Krt39
KLF8,Klf8
AHNAK2,Ahnak2
C1GALT1,C1galt1
BACH2,Bach2
CASTOR2,Castor2
GADD45GIP1,Gadd45gip1
IFNG,Ifng
TBL1X,Tbl1x
SRPRA,Srpr
C3orf70,2510009E07Rik
CALU,Calu
PACSIN2,Pacsin2
HJURP,Hjurp
SELENOP,Selenop
PRKAA2,Prkaa2
GINS4,Gins4
NUAK1,Nuak1
MRPL9,Mrpl9
SEPHS1,Sephs1
NAA30,Naa30
MGAT4D,Mgat4d
EFHC1,Efhc1
PELI3,Peli3
CAV1,Cav1
NME7,Nme7
TNS3,Tns3
NR4A1,Nr4a1
C19orf18,2900092C05Rik
SLC22A1,Slc22a1
LAYN,Layn
CELA2A,Cela2a
HNRNPL,Hnrnpl
RF00604,Gm25108
HILPDA,Hilpda
OR5W2,Olfr1151
RN7SKP158,Gm22227
ATP6V0D1,Atp6v0d1
VWA5B2,Vwa5b2
FRMPD4,Frmpd4
TMEM67,Tmem67
SCML2,Scml2
TSTD2,Tstd2
MTRF1,Mtrf1
AKAP1,Akap1
MYSM1,Mysm1
HIST1H2BG,Hist1h2bf
SCN3B,Scn3b
TDG,Tdg
RLN1,Rln1
GSPT1,Gspt1
KIF3B,Kif3b
SNORD84,Gm22589
PAX4,Pax4
POLR2A,Polr2a
RNU6-841P,Gm24661
TMEM151B,Tmem151b
AP5Z1,Ap5z1
CTXND2,4930558C23Rik
PRELID1,Prelid1
TRABD2B,Trabd2b
SPATA2L,Spata2l
CHDH,Chdh
HIST1H3I,Hist1h3e
CEP128,Cep128
GNL3,Gnl3
PKD1,Pkd1
SRGAP1,Srgap1
CNP,Cnp
ZNF667,Zfp667
FAM159B,Fam159b
CELF4,Celf4
DYDC1,Dydc1
SLC6A14,Slc6a14
PLAT,Plat
ABCA4,Abca4
OR56B4,Olfr663
EVI5,Evi5
CEACAM16,Ceacam16
OLFML2B,Olfml2b
LRRC4C,Lrrc4c
PODNL1,Podnl1
SORBS2,Sorbs2
ACP4,Acp4
CCM2,Ccm2
SPRYD4,Spryd4
ZNF654,Zfp654
GSTP1,Gstp1
WFDC3,Wfdc3
LIN54,Lin54
GPR107,Gpr107
KDR,Kdr
RASSF4,Rassf4
HHEX,Hhex
TM7SF2,Tm7sf2
KBTBD7,Kbtbd7
LCTL,Lctl
AC129492.1,Per1
KCNA6,Kcna6
GCSH,Gcsh
MPZL3,Mpzl3
EIF3K,Eif3k
KIAA0408,9330159F19Rik
LNX2,Lnx2
SMIM3,Smim3
CXADR,Cxadr
CPEB4,Cpeb4
MTMR2,Mtmr2
GCNT3,Gcnt3
AC007906.2,Gm19935
MPIG6B,Mpig6b
RAP1GDS1,Rap1gds1
RNU6-1161P,Gm23955
PNMA8A,Pnmal1
CPNE5,Cpne5
CCDC42,Ccdc42
CASTOR1,Castor1
MIR598,Mir598
SGPP1,Sgpp1
IL4R,Il4ra
UPP2,Upp2
HSD17B1,Hsd17b1
PTK6,Ptk6
KLF2,Klf2
UBE2H,Ube2h
ABRA,Abra
SERHL2,Serhl
SCGB2A2,Scgb2a2
EFCAB11,Efcab11
CLEC2L,Clec2l
GOLM1,Golm1
PRKAG2,Prkag2
FBXO18,Fbxo18
TPGS2,Tpgs2
MIR542,Mir542
PPP1R32,Ppp1r32
EMC1,Emc1
TBC1D12,Tbc1d12
ZNF219,Zfp219
EGFL6,Egfl6
LRRC72,Lrrc72
ZBTB48,Zbtb48
TCEAL3,Tceal3
PTPRT,Ptprt
OGG1,Ogg1
POU2AF1,Pou2af1
LRRC43,Lrrc43
MAPK3,Mapk3
YWHAB,Ywhab
KIAA0232,D5Ertd579e
MGA,Mga
OPN4,Opn4
COL17A1,Col17a1
MIR191,Gm24083
PIGR,Pigr
COL15A1,Col15a1
INTS6L,Ints6l
XIRP2,Xirp2
TICAM2,Ticam2
RHD,Rhd
IER3,Ier3
CRY1,Cry1
ITGA2,Itga2
IGLON5,Iglon5
RTL8B,Rtl8b
TYMS,Tyms
IL21R,Il21r
PTPN2,Ptpn2
SMG6,Smg6
RAB3A,Rab3a
TNIP3,Tnip3
FOXP4,Foxp4
C1QTNF9B,C1qtnf9
FAM109A,Fam109a
TCP1,Tcp1
EMC8,Emc8
TRIM65,Trim65
CRIP3,Crip3
CALY,Caly
RF00411,Gm24438
B2M,B2m
PRKAG1,Prkag1
GMNN,Gmnn
OR1L6,Olfr365
GSTM5,Gstm1
NPAS3,Npas3
RNU6-1296P,Gm25367
ACACA,Acaca
JSRP1,Jsrp1
STARD9,Stard9
COPS5,Cops5
SLC12A4,Slc12a4
RPL10A,Rpl10a
GSTA5,Gsta2
RF02112,Gm27660
KIAA1107,A830010M20Rik
ENTHD1,Enthd1
DISP1,Disp1
SMAD9,Smad9
RRM2B,Rrm2b
SLFN14,Slfn14
TRMT6,Trmt6
LPAR1,Lpar1
VPS33B,Vps33b
HSF5,Hsf5
SHISA8,AI848285
TNFAIP6,Tnfaip6
FAM19A5,Fam19a5
DDX56,Ddx56
STARD3,Stard3
RNU6-84P,Gm23715
RPS4X,Rps4x
RF02208,Gm27636
ANKRD65,Ankrd65
NASP,Nasp
RGPD1,Ranbp2
TIMP2,Timp2
PRXL2C,Aaed1
LSS,Lss
ADGRF1,Adgrf1
GTF2A2,Gtf2a2
OR4F29,Olfr1303
MIR181C,Mir181c
ZNF526,Zfp526
PSMB1,Psmb1
SEMA3C,Sema3c
GATC,Gatc
URI1,Uri1
SHOC1,AI481877
MAN2C1,Man2c1
SEMA4D,Sema4d
NOMO1,Nomo1
FLI1,Fli1
TMEM41B,Tmem41b
TRIM42,Trim42
KCTD13,Kctd13
MAPK14,Mapk14
CLPTM1L,Clptm1l
RBM15,Rbm15
CLK4,Clk4
RFC1,Rfc1
CCNB3,Ccnb3
ZNF276,Zfp276
DVL2,Dvl2
SLC14A2,Slc14a2
MAST2,Mast2
FAM161B,Fam161b
RNU6-1180P,Gm26468
CFAP54,Cfap54
WDR77,Wdr77
POP1,Pop1
KCNK4,Kcnk4
LTBP3,Ltbp3
KCNH7,Kcnh7
LRRC23,Lrrc23
ACSM1,Acsm1
MED7,Med7
UAP1L1,Uap1l1
BPIFB2,Bpifb2
CCDC54,Ccdc54
MYO9B,Myo9b
NKX6-1,Nkx6-1
TCEANC2,Tceanc2
PSD4,Psd4
TMEM171,Tmem171
USP50,Usp50
ACSM5,Acsm5
CC2D1B,Cc2d1b
RNU6-319P,Gm24867
AASDH,Aasdh
CDC37L1,Cdc37l1
ANKRD44,Ankrd44
RAD23A,Rad23a
IL1RAPL2,Il1rapl2
GSDMD,Gsdmd
DONSON,Donson
PIGV,Pigv
ETV5,Etv5
UBFD1,Ubfd1
GHSR,Ghsr
MFRP,Mfrp
VAC14,Vac14
CDH20,Cdh20
MYO1C,Myo1c
CA11,Car11
KIAA1211,C530008M17Rik
ASB5,Asb5
KEAP1,Keap1
LYPLAL1,Lyplal1
SCN10A,Scn10a
SPACA5B,Spaca5
PRRX1,Prrx1
HIBCH,Hibch
GPHN,Gphn
SLC25A28,Slc25a28
SAMD4B,Samd4b
C11orf54,4931406C07Rik
PWP2,Pwp2
CEACAM19,Ceacam19
ODAM,Odam
ATRAID,Atraid
SARNP,Sarnp
LRRC31,Lrrc31
ZNF606,Zfp606
DCHS2,Dchs2
EHD3,Ehd3
DDX25,Ddx25
FAM71A,Fam71a
RNU6-1024P,Gm23538
RF00139,Gm23960
PSMC6,Psmc6
WASF1,Wasf1
IL11RA,Il11ra1
UCKL1,Uckl1
PROSER3,Proser3
FAM173B,Fam173b
TTC36,Ttc36
OCA2,Oca2
AGO2,Ago2
LRWD1,Lrwd1
SART3,Sart3
PPARA,Ppara
LONRF3,Lonrf3
PWWP3B,Mum1l1
RNU6-842P,Rnu6-ps2
MED14,Med14
UTP20,Utp20
CFAP77,Cfap77
ANKRD61,Ankrd61
CYLC1,Cylc1
CDCA2,Cdca2
LCAT,Lcat
CCDC136,Ccdc136
CACNA1C,Cacna1c
NAA25,Naa25
DOCK6,Dock6
ARHGEF9,Arhgef9
ATP5F1C,Atp5c1
MAP4K4,Map4k4
CTTNBP2,Cttnbp2
EGFL8,Egfl8
OLFML1,Olfml1
NDUFA10,Ndufa10
SLC44A5,Slc44a5
PRSS41,Prss41
PARP14,Parp14
DTWD2,Dtwd2
LEMD1,Lemd1
BCOR,Bcor
USP24,Usp24
OAZ3,Oaz3
HERC4,Herc4
HACD4,Hacd4
FBXO11,Fbxo11
SLX1B,Slx1b
C1QTNF9,C1qtnf9
SLAMF1,Slamf1
CIAO2A,Ciao2a
DCDC2C,Dcdc2c
GDF6,Gdf6
RRP1B,Rrp1b
MARCH9,March9
RNU6-365P,Gm24878
CDKAL1,Cdkal1
CFL2,Cfl2
TRIM6-TRIM34,Trim34a
RTP2,Rtp2
LECT2,Lect2
DDN,Ddn
C2orf71,BC027072
SPSB4,Spsb4
XRCC1,Xrcc1
ANKRD13D,Ankrd13d
MIR340,Mir340
ACKR3,Ackr3
CLDND1,Cldn25
ZBTB10,Zbtb10
MRPS18A,Mrps18a
LAMTOR2,Lamtor2
HECTD2,Hectd2
STXBP6,Stxbp6
SNORA23,Snora23
VPS45,Vps45
MBD4,Mbd4
NDUFA7,Ndufa7
ARL8B,Arl8b
GPR156,Gpr156
NR2F6,Nr2f6
SNORD38B,Gm22980
LRRC17,Lrrc17
TNNT1,Tnnt1
MIR496,Mir496a
ZNF267,D3Ertd254e
TOX3,Tox3
FCAMR,Fcamr
FAM160B1,Fam160b1
FAM60A,Fam60a
CYS1,Cys1
MUS81,Mus81
MIR1282,Gm22953
MINDY4B,Mindy4b-ps
EFNB1,Efnb1
NFKB1,Nfkb1
SPAG11A,Spag11a
EXOC6,Exoc6
SPSB2,Spsb2
LRTM2,Lrtm2
HBQ1,Hbq1b
ASB14,Asb14
MTLN,Mtln
BOK,Bok
ZNF878,Zfp617
ARV1,Arv1
C2orf92,4933424G06Rik
PRPH2,Prph2
ST3GAL1,St3gal1
ZNF296,Zfp296
PPP1R3D,Ppp1r3d
SETD2,Setd2
PLGRKT,Plgrkt
KCTD19,Kctd19
C21orf140,4930563D23Rik
EDEM2,Edem2
